OrderID,CustomerID,OrderDate,ProductID,ProductName,Quantity,Price,Total,Status
01d6765b-c89e-4034-b7aa-2d8e658df0aa,CUST-1689,2024-03-27,PROD-469,Product-20,74,442.64,32755.36,Shipped
d86a5746-141d-4262-97c0-f17d180d8141,CUST-8440,2023-09-28,PROD-628,Product-100,71,143.84,10212.64,Shipped
7999933e-907a-479a-82dd-dffefad09e5d,CUST-6489,2024-02-07,PROD-404,Product-50,6,228.43,1370.58,Pending
3c85f219-70ac-4ecd-acd0-5fc6c47fc5f9,CUST-5873,2024-01-21,PROD-736,Product-99,32,164.5,5264.0,Pending
5512f966-c09b-4998-a95c-11b89d805e35,CUST-3141,2024-05-25,PROD-684,Product-12,61,293.95,17930.95,Pending
dba152a2-c41e-4cc2-a222-c4779648b2ba,CUST-3837,2023-12-02,PROD-155,Product-30,59,286.52,16904.68,Cancelled
f4474a47-6e2e-4c9f-8156-a52aceb17200,CUST-8601,2024-04-26,PROD-651,Product-81,7,327.88,2295.16,Shipped
a6633489-f65b-42a7-a032-9f51d490026d,CUST-8915,2023-08-17,PROD-777,Product-16,32,89.23,2855.36,Delivered
c23ff447-5c12-4a75-86fc-cb0fe3dd7e7a,CUST-7058,2024-05-05,PROD-232,Product-13,11,60.23,662.53,Delivered
beefc625-f67b-4d7f-ab42-1c6ee949e711,CUST-8820,2023-07-10,PROD-478,Product-56,56,29.16,1632.96,Delivered
e8871902-0fc9-4115-8460-26bc77f97e68,CUST-7968,2023-09-27,PROD-323,Product-82,14,115.26,1613.64,Delivered
d4ce22d5-62e8-438b-82c6-a9e8a120bbc1,CUST-7862,2023-06-23,PROD-504,Product-14,16,113.13,1810.08,Shipped
8baae6e0-00b9-44fb-9fc6-eee58a97c4af,CUST-8291,2023-10-24,PROD-798,Product-40,30,252.49,7574.7,Cancelled
e85f692a-31d2-462c-b67f-da23fdc4fe4e,CUST-4885,2023-10-12,PROD-704,Product-42,81,195.51,15836.31,Cancelled
2b566d84-d14d-4d76-b356-d106fa0b515b,CUST-9402,2023-11-04,PROD-155,Product-98,48,350.07,16803.36,Cancelled
4860a335-971d-418b-88db-b62fe45141e2,CUST-5405,2023-09-27,PROD-819,Product-77,93,79.53,7396.29,Pending
c6f01f54-ae3e-4752-a2f9-07596a5258f2,CUST-4179,2023-11-03,PROD-241,Product-54,61,488.45,29795.45,Pending
04c4b591-7feb-4f16-8a62-a1dc2a3c6f4e,CUST-4069,2024-01-29,PROD-221,Product-36,52,436.58,22702.16,Delivered
f6bf2f2a-5dfb-43c1-bd57-de51cc2275b1,CUST-7454,2023-12-09,PROD-928,Product-68,17,377.96,6425.32,Delivered
48c01151-afc1-4510-97a4-ffad6fd66464,CUST-2823,2023-07-28,PROD-748,Product-9,70,43.08,3015.6,Cancelled
d984c96e-de1f-42c4-87ae-657adad4a2d9,CUST-1463,2023-08-31,PROD-636,Product-57,63,101.4,6388.2,Delivered
0679f688-02fb-4bf2-843f-0ec99c39923c,CUST-4413,2023-08-29,PROD-703,Product-32,13,274.17,3564.21,Pending
3ff8bac9-4045-48e2-b256-221fc8420d07,CUST-2597,2024-03-24,PROD-485,Product-75,72,115.23,8296.56,Pending
02bd8d3c-0e17-4745-a8bf-165f3855b4ed,CUST-8428,2024-02-29,PROD-306,Product-99,6,487.13,2922.78,Pending
1c564df3-9a3d-4217-a79f-694a7f724884,CUST-6715,2023-06-29,PROD-167,Product-13,3,359.04,1077.12,Pending
61468ac0-901a-4036-ae14-ed56df0acf3c,CUST-8395,2024-03-09,PROD-114,Product-28,40,120.31,4812.4,Shipped
62c85889-4bc0-45f6-bf68-8f5f90eef7d3,CUST-7488,2023-09-27,PROD-678,Product-63,3,379.04,1137.12,Pending
5ed3bb09-beac-4304-95d0-728b8fa9da5a,CUST-4641,2024-03-06,PROD-242,Product-91,96,282.93,27161.28,Shipped
7ed8540e-9cfc-4ebb-a1b0-e704e97f5940,CUST-1524,2023-11-02,PROD-872,Product-33,86,440.04,37843.44,Cancelled
65c1a7d3-5e7d-4027-8f4b-99c8c7d814a5,CUST-6427,2023-09-26,PROD-373,Product-63,9,171.4,1542.6,Pending
ac8aba51-fcb5-497e-a186-0921d79ed3a5,CUST-2643,2024-04-12,PROD-504,Product-89,77,112.83,8687.91,Pending
0829bc0c-f39c-45ab-9d19-7ec8894ae7e9,CUST-3182,2023-06-11,PROD-862,Product-6,44,90.21,3969.24,Pending
c2579fe7-7fcd-4767-a24e-ad905db443dd,CUST-4303,2023-11-28,PROD-433,Product-72,47,93.75,4406.25,Cancelled
8f8c84c8-e804-4959-9a8b-cbfb46c8e23d,CUST-4416,2023-08-01,PROD-185,Product-32,45,485.36,21841.2,Pending
cf743760-0fef-4d95-b188-613f26dfba44,CUST-3212,2023-12-06,PROD-405,Product-13,41,228.0,9348.0,Cancelled
897cb451-0ca0-4f9a-8c92-8201afd112db,CUST-9641,2023-10-07,PROD-757,Product-60,34,329.93,11217.62,Cancelled
602cbd6f-6b9b-4830-8a4a-c4334ee41a0a,CUST-5148,2024-01-06,PROD-571,Product-25,18,226.37,4074.66,Delivered
8a6d2205-b7b1-469d-8583-560a5d9c68e4,CUST-1245,2023-09-07,PROD-891,Product-9,21,180.03,3780.63,Cancelled
259296a3-0666-406f-9a78-07cc319abc29,CUST-2265,2023-07-11,PROD-803,Product-80,87,260.68,22679.16,Cancelled
dc32995c-591a-410a-b2b5-9dea49e20b3d,CUST-4494,2024-03-05,PROD-598,Product-1,26,368.4,9578.4,Shipped
d60169f2-ecdf-4ea3-9e1b-41bcc1482bb1,CUST-2251,2023-10-08,PROD-803,Product-55,57,200.69,11439.33,Pending
96f3cd1f-a434-4902-90fb-757e9eba60ed,CUST-2463,2024-06-04,PROD-405,Product-28,54,251.12,13560.48,Cancelled
2f385598-22e8-4114-a68d-c687e26ff903,CUST-6625,2024-03-18,PROD-435,Product-43,74,165.47,12244.78,Pending
8e9abc0a-eca5-44ff-aefb-d257577694c5,CUST-7500,2024-05-09,PROD-339,Product-47,40,195.08,7803.2,Pending
5e7c1538-32fe-4d82-be23-4f279a86c8e8,CUST-1506,2023-10-23,PROD-148,Product-87,52,246.97,12842.44,Delivered
f6070186-f6e3-4585-933b-a0d8a817774e,CUST-5359,2024-04-08,PROD-176,Product-10,35,301.4,10549.0,Shipped
f6d1b0b2-c104-4fb6-9b84-43a7460673c5,CUST-3638,2024-04-06,PROD-644,Product-29,91,408.22,37148.02,Cancelled
fc2629e7-2a3b-43ac-9cde-7f5c9c5cba99,CUST-4501,2023-06-17,PROD-668,Product-81,64,368.44,23580.16,Shipped
3518d46c-436c-4810-b080-f94b806916d9,CUST-4719,2024-01-28,PROD-560,Product-25,19,166.07,3155.33,Shipped
0dbfa278-c263-426d-b20c-9dc8270dcb1b,CUST-8277,2024-03-06,PROD-804,Product-96,89,449.15,39974.35,Delivered
e1329417-2692-43a9-8bb0-1e175ab60831,CUST-5831,2024-04-27,PROD-542,Product-65,96,394.29,37851.84,Shipped
48b80dc8-f06b-4de1-aff6-ab229799864d,CUST-1271,2024-01-09,PROD-165,Product-30,36,137.96,4966.56,Delivered
a75e0b78-72f8-4881-b0c7-88e1693b6635,CUST-7396,2024-06-05,PROD-284,Product-2,28,167.47,4689.16,Delivered
6ebd2bdf-b81c-46af-8a38-b4fd3b9b5e00,CUST-7292,2023-07-05,PROD-952,Product-84,85,101.25,8606.25,Cancelled
e7b79807-e53c-4774-9ddc-22be563343ab,CUST-7197,2024-03-25,PROD-906,Product-82,29,10.44,302.76,Delivered
01acd32a-5282-4c90-99a8-8dcb562cd3ee,CUST-4464,2023-08-03,PROD-530,Product-60,54,360.24,19452.96,Delivered
7cb871dd-bbd6-41e0-b65c-2a54e48bbf86,CUST-6967,2024-01-12,PROD-872,Product-14,91,180.37,16413.67,Delivered
6266f25a-7ca8-4fc8-97f8-f7f91f81f6e7,CUST-8552,2024-01-19,PROD-119,Product-83,32,439.54,14065.28,Delivered
26981345-4c4d-46d3-a768-a8d0ece3a8a0,CUST-5880,2023-10-17,PROD-846,Product-23,41,11.84,485.44,Cancelled
01fb810d-e06e-449b-81de-f1a2f18d3546,CUST-7799,2023-08-06,PROD-164,Product-85,38,445.78,16939.64,Cancelled
c9c44ee0-a423-4421-a181-602067223d65,CUST-9092,2023-09-10,PROD-508,Product-3,64,254.22,16270.08,Delivered
bd2be84d-c0a2-44a7-b813-b0f22ace2cff,CUST-2049,2023-07-24,PROD-728,Product-63,10,311.52,3115.2,Cancelled
86c99e2c-396a-4933-822d-3215f2663e90,CUST-2607,2024-01-25,PROD-229,Product-48,58,59.26,3437.08,Delivered
fb8c1af2-b46f-4dd0-856b-88063b2932b8,CUST-1654,2023-11-30,PROD-564,Product-76,76,241.62,18363.12,Delivered
c56d493a-85ed-42b5-ba4d-f23064baf2df,CUST-8590,2024-01-18,PROD-512,Product-29,35,375.52,13143.2,Pending
634e080f-7344-48bd-8ee9-1c277016afca,CUST-6483,2023-09-16,PROD-882,Product-94,78,43.85,3420.3,Pending
9bacb730-f0f6-41da-8d83-8420a5f31817,CUST-6121,2023-07-14,PROD-227,Product-77,29,410.18,11895.22,Pending
aaa4fdf0-15ea-4907-aea3-4f4feafc594f,CUST-7648,2024-03-22,PROD-170,Product-58,25,177.61,4440.25,Cancelled
667a2c9a-4580-4740-b95e-c3f50ae7deb7,CUST-3251,2023-08-14,PROD-834,Product-32,64,125.68,8043.52,Shipped
8d192b1b-7917-4234-85a3-86b571450ff0,CUST-3585,2023-11-15,PROD-495,Product-12,55,405.8,22319.0,Shipped
1933f67e-2548-48e8-a270-685b56e0a80c,CUST-2025,2023-12-31,PROD-214,Product-78,16,269.32,4309.12,Shipped
7bff857c-5fcd-4468-984c-dda75bb06587,CUST-3484,2023-07-21,PROD-199,Product-63,68,426.38,28993.84,Pending
a1b5251f-4fb1-4829-b688-a53b8bb3950c,CUST-7344,2023-10-06,PROD-552,Product-62,77,33.89,2609.53,Cancelled
18b0bfd0-2d8e-4588-b05e-29f6d2f09d78,CUST-4296,2023-08-14,PROD-775,Product-4,10,51.1,511.0,Delivered
051a7b24-8c0f-4b77-9319-336a324436c7,CUST-2777,2023-12-31,PROD-744,Product-14,28,152.53,4270.84,Cancelled
27b007ed-806e-470d-b6dd-0d66bcfc6943,CUST-4125,2024-05-08,PROD-646,Product-18,50,316.27,15813.5,Shipped
38d0f2fc-b30d-461f-860a-56e172c6cf72,CUST-2350,2024-01-09,PROD-628,Product-43,77,138.9,10695.3,Shipped
a8c89957-b6f9-4b6b-803c-b51610393977,CUST-8382,2023-11-12,PROD-121,Product-41,58,195.98,11366.84,Cancelled
1f01aa63-5ab2-45f6-9d46-15b8aeacc4c0,CUST-6185,2024-03-28,PROD-372,Product-40,2,102.2,204.4,Cancelled
952a229d-0729-4bce-82ab-584c7a7ccfd2,CUST-2842,2023-10-08,PROD-628,Product-47,91,480.74,43747.34,Pending
9bbfa1e9-2abd-429b-b085-e9c862f5e8ff,CUST-2620,2023-07-16,PROD-882,Product-91,12,468.65,5623.8,Shipped
e2bca3e5-16b8-4e13-8b23-04d342d34d93,CUST-2688,2024-04-13,PROD-798,Product-9,51,236.43,12057.93,Pending
46e4515f-498f-4770-8780-c475a9c069b0,CUST-5050,2023-12-22,PROD-929,Product-100,4,346.99,1387.96,Cancelled
bb7ad9e1-1a24-4a26-93df-9cc0d2f180d6,CUST-3390,2023-08-23,PROD-191,Product-66,43,480.77,20673.11,Shipped
5ed40b63-0094-45a4-84ce-777b7fc292ee,CUST-1467,2023-07-12,PROD-366,Product-68,50,480.3,24015.0,Shipped
93924b4d-5169-431a-a9eb-411c7282afd2,CUST-3305,2023-11-28,PROD-212,Product-14,45,279.04,12556.8,Shipped
6d8c8dce-9339-4770-8179-c450121eb419,CUST-1073,2024-04-06,PROD-108,Product-11,16,97.99,1567.84,Shipped
32132c27-1df4-41cb-9269-82904648e36f,CUST-9599,2023-09-12,PROD-245,Product-23,21,405.93,8524.53,Delivered
d02bf573-9288-44bc-b737-bf20acb74393,CUST-5884,2023-08-12,PROD-131,Product-1,9,41.54,373.86,Delivered
c73c45e8-95b5-4377-ace1-dfd722a269c2,CUST-5579,2023-07-08,PROD-753,Product-41,63,440.59,27757.17,Cancelled
88aa3643-3be2-4f6b-bf6f-a380595a8b11,CUST-1255,2023-10-15,PROD-511,Product-65,71,165.66,11761.86,Cancelled
96dd743e-341d-4138-a07e-c6bf5c8c5257,CUST-9640,2024-03-04,PROD-673,Product-22,15,113.56,1703.4,Delivered
11bdc027-34e5-4ec5-ba25-a5da612856fc,CUST-8674,2023-10-30,PROD-120,Product-31,43,365.76,15727.68,Delivered
2169ec9f-e77c-4c5d-b4da-4f5cfd506221,CUST-6320,2023-09-04,PROD-378,Product-34,17,415.16,7057.72,Cancelled
2fd31a04-bfc6-481e-91a8-33be675e781a,CUST-5593,2023-08-03,PROD-465,Product-55,23,79.79,1835.17,Pending
55b983ae-05d3-4175-b762-c41f71959311,CUST-8084,2023-09-16,PROD-111,Product-37,96,344.51,33072.96,Pending
4fd4313f-58be-483d-bb3a-ebe5e6cfe60f,CUST-8223,2024-04-09,PROD-452,Product-38,40,437.83,17513.2,Shipped
c429bd09-ca33-4ed6-97c0-2e7d9fc09880,CUST-2024,2023-06-17,PROD-343,Product-11,19,112.17,2131.23,Cancelled
2b51cb4a-1fd6-441d-8e4e-996788170cf4,CUST-3731,2023-08-23,PROD-366,Product-60,72,72.21,5199.12,Cancelled
23a604e4-eede-4b00-b668-a8559b348a98,CUST-4609,2024-02-26,PROD-255,Product-47,91,432.04,39315.64,Pending
800378cb-bb1e-4a8e-a276-50c027a6e576,CUST-5714,2023-07-24,PROD-444,Product-51,12,327.69,3932.28,Pending
032c161f-ff5f-4537-804c-9fc07334295c,CUST-9107,2024-06-08,PROD-258,Product-32,52,25.79,1341.08,Pending
a7084c23-845e-46a5-95c0-f24f330f8991,CUST-8724,2023-07-24,PROD-935,Product-16,59,315.75,18629.25,Delivered
2c7cd8d8-0c6e-40c1-a4a9-69df9488ebf5,CUST-2816,2023-12-29,PROD-724,Product-90,91,497.94,45312.54,Cancelled
b54b9d89-c97c-4855-99bf-80ffd9dc8781,CUST-2247,2023-10-09,PROD-661,Product-92,32,411.15,13156.8,Delivered
05fd67d4-52bf-4d08-98d0-ce24730e6195,CUST-8125,2024-06-04,PROD-525,Product-66,61,164.34,10024.74,Cancelled
da8ee3af-840a-4b2a-b8b2-810e6e2eeeac,CUST-4128,2023-11-29,PROD-547,Product-85,13,359.2,4669.6,Cancelled
e0a9f92d-aaa4-4a3f-a365-393c34b7e8ec,CUST-4773,2024-05-18,PROD-820,Product-11,98,320.16,31375.68,Shipped
2254f759-59f2-482c-bcdf-ad8c7b2537e5,CUST-3882,2024-01-21,PROD-449,Product-50,29,436.78,12666.62,Cancelled
8537ecea-5cd7-4eb2-82c5-64bd11eeca90,CUST-2966,2023-11-07,PROD-823,Product-33,68,327.57,22274.76,Pending
fa0534ef-90ce-41bc-9ddb-c9360feb903b,CUST-5605,2024-01-10,PROD-644,Product-21,16,104.94,1679.04,Pending
f8b5ebe6-c268-4b44-be12-71040bf5a2dd,CUST-3677,2023-09-06,PROD-945,Product-54,88,473.9,41703.2,Delivered
348f6564-22d0-40a4-9509-2ad602439184,CUST-8310,2024-02-02,PROD-163,Product-24,17,404.28,6872.76,Cancelled
1a25bac1-dbaf-4b31-aefe-bc05f8f815ab,CUST-9262,2024-03-08,PROD-640,Product-44,66,377.47,24913.02,Pending
bf217295-25c7-455f-b543-a5ad2a791015,CUST-1575,2023-08-02,PROD-103,Product-58,78,387.67,30238.26,Pending
9228892d-8147-476e-8e44-239b0d7ca54e,CUST-6715,2023-06-30,PROD-987,Product-35,44,109.76,4829.44,Pending
effdb181-5f96-4c49-962d-725b899140c2,CUST-5485,2023-09-28,PROD-968,Product-57,18,264.19,4755.42,Pending
29823d14-573e-4568-a349-cf35a7717af7,CUST-3158,2024-04-22,PROD-619,Product-28,92,350.32,32229.44,Cancelled
3506895c-fc58-437f-b997-689cfca83c5b,CUST-7410,2024-04-09,PROD-192,Product-83,75,258.21,19365.75,Delivered
cbcf2362-2e4b-45f3-801b-41b5137ad961,CUST-9253,2023-10-30,PROD-576,Product-81,52,481.79,25053.08,Shipped
a2e181c3-9aa9-4b9e-96a5-e9a3a4c66bf0,CUST-3904,2023-07-20,PROD-360,Product-61,87,389.6,33895.2,Pending
8be3d34c-0670-442b-8437-7fed21e93fa7,CUST-5480,2023-10-16,PROD-924,Product-50,68,281.19,19120.92,Delivered
c7392f5b-0fe6-4256-9410-a54191106386,CUST-4920,2024-04-04,PROD-581,Product-59,42,43.0,1806.0,Shipped
4788557c-bb35-408d-8d5c-e0ac1f563007,CUST-4222,2023-07-28,PROD-538,Product-25,9,380.93,3428.37,Shipped
51526c0c-efe7-4694-8c2a-6a24e27f3def,CUST-5899,2023-11-09,PROD-774,Product-53,50,485.33,24266.5,Pending
5d748f05-54fe-4e92-af38-68e2b25c96a0,CUST-1169,2023-12-05,PROD-799,Product-83,26,236.03,6136.78,Pending
e4a8b2bd-8724-4721-b356-9e0d4315be67,CUST-9604,2023-07-23,PROD-955,Product-50,67,280.98,18825.66,Shipped
7eb945ee-ce69-4e3c-bb28-9ab63a913fb1,CUST-3607,2024-05-26,PROD-450,Product-54,19,287.79,5468.01,Cancelled
71aad559-162e-4655-8269-274ea82b65b5,CUST-4575,2024-05-25,PROD-179,Product-8,97,50.13,4862.61,Delivered
7591eb48-8a4b-42e7-9536-e906f79f958b,CUST-4797,2024-03-03,PROD-390,Product-42,41,197.46,8095.86,Cancelled
5d4a6ba1-85b7-4436-b2f2-a3b8adde73f9,CUST-8016,2023-11-07,PROD-273,Product-42,39,232.88,9082.32,Shipped
201b6bd2-39f3-47de-b338-774b14269334,CUST-1773,2023-09-23,PROD-431,Product-48,75,203.64,15273.0,Shipped
82527c40-ff44-404d-b731-182378e86309,CUST-9312,2023-07-14,PROD-279,Product-59,49,184.45,9038.05,Delivered
b79c2a5d-7276-4ace-99c4-1db3cbefeed6,CUST-7895,2024-04-29,PROD-210,Product-85,64,200.99,12863.36,Delivered
7414bbed-202e-4aa2-9464-9f735b5f4ce1,CUST-9497,2024-03-23,PROD-941,Product-20,5,410.51,2052.55,Shipped
6d594ae0-7275-49fc-9e83-909df1c0ccb4,CUST-7101,2023-12-31,PROD-679,Product-20,16,200.18,3202.88,Pending
c3bc05e0-05e2-4779-a0bf-47e92fe05a17,CUST-8931,2024-05-06,PROD-248,Product-27,89,260.57,23190.73,Cancelled
9e9e70b4-7e14-478c-b1c4-f419f70dd3d4,CUST-2330,2023-12-09,PROD-800,Product-33,27,172.47,4656.69,Cancelled
485ffbcd-e678-45da-8986-6959d970d8f4,CUST-6870,2023-10-10,PROD-853,Product-3,82,396.0,32472.0,Delivered
a0ecad70-fe6b-4057-96f7-89216b05158b,CUST-8338,2024-03-01,PROD-129,Product-97,65,132.44,8608.6,Pending
195ba55a-c6d1-4217-b89f-7ea7bc4f6c65,CUST-5455,2023-11-13,PROD-284,Product-71,8,458.66,3669.28,Cancelled
fd162b0a-cb45-431d-bb49-abeedbee02a7,CUST-6610,2023-07-14,PROD-671,Product-84,62,486.26,30148.12,Shipped
f93c1346-bd90-40a5-b059-567d2ae0689c,CUST-1733,2023-07-12,PROD-691,Product-27,32,117.8,3769.6,Shipped
86809a8d-fe3f-47cf-87dc-0b0e8a3ab65a,CUST-8073,2024-05-12,PROD-620,Product-77,36,76.71,2761.56,Shipped
e078b653-473e-4d9e-8a0b-4cd11270993a,CUST-6454,2024-01-11,PROD-742,Product-75,52,185.32,9636.64,Shipped
b60e88ac-2372-4d79-890a-46426d4e48d4,CUST-5944,2023-06-21,PROD-220,Product-33,5,288.58,1442.9,Delivered
6e819e8c-6426-4136-bd4f-cfdad60d41f8,CUST-2382,2023-08-27,PROD-775,Product-63,24,295.73,7097.52,Shipped
b29a18c2-4256-43bb-87dd-c640432b3e87,CUST-7713,2024-02-14,PROD-717,Product-92,29,238.59,6919.11,Shipped
d92c2e6c-c801-4477-848d-e080ba56e084,CUST-7300,2023-08-17,PROD-271,Product-4,19,389.94,7408.86,Cancelled
95f4ede0-9098-43b5-b4a0-87950aeed59d,CUST-7136,2024-01-23,PROD-792,Product-47,14,94.18,1318.52,Cancelled
fda7fee3-6904-497b-afb7-9e06e5d97587,CUST-9160,2023-08-29,PROD-317,Product-30,71,427.98,30386.58,Pending
380e3a1e-7b98-4fbd-b3da-69728321c304,CUST-6466,2023-07-17,PROD-199,Product-24,100,259.87,25987.0,Shipped
f6029c1f-9bf9-46c1-ac49-459adcab3363,CUST-6493,2023-09-04,PROD-933,Product-38,41,260.88,10696.08,Cancelled
4b27dfaf-bdc8-4214-af03-d5aeed6ddabf,CUST-9784,2023-07-10,PROD-365,Product-42,88,476.68,41947.84,Delivered
0b616241-0d77-4521-ba6b-c74fd93c5118,CUST-3082,2023-08-30,PROD-609,Product-13,26,310.83,8081.58,Cancelled
59a1b7d6-e485-46ce-8983-69bc8a0c53e4,CUST-7042,2024-05-07,PROD-546,Product-4,66,40.16,2650.56,Shipped
b6a451e2-ff5b-4b1b-a3df-5c2c8e03ba11,CUST-2187,2024-01-09,PROD-255,Product-91,14,194.92,2728.88,Pending
0e528230-a152-4263-b77e-3365e4077a22,CUST-8372,2024-04-02,PROD-372,Product-43,42,224.76,9439.92,Delivered
0ccabcf0-5f59-4661-a319-4775f93e0e93,CUST-3324,2024-02-16,PROD-486,Product-13,37,442.4,16368.8,Cancelled
7447e503-4f2b-4eac-a753-7859a2da4d85,CUST-5143,2024-04-28,PROD-956,Product-57,54,115.71,6248.34,Cancelled
125ab503-8364-4fea-9711-3366904455c8,CUST-5269,2023-08-03,PROD-586,Product-49,76,432.93,32902.68,Delivered
0875e0e9-5d6f-49f9-9954-9825bbf4c4fb,CUST-8487,2023-09-23,PROD-988,Product-77,74,434.19,32130.06,Shipped
643fa6cf-0f31-4787-a2fe-3d6f982504e4,CUST-2819,2024-01-17,PROD-583,Product-66,25,425.82,10645.5,Delivered
e77bd5b6-e61e-41dd-805e-fa4d8d4a52b6,CUST-7159,2023-11-12,PROD-941,Product-61,42,305.37,12825.54,Cancelled
90b82a0a-6ecd-4336-946b-14c12bca13d0,CUST-4947,2023-06-28,PROD-440,Product-37,89,109.49,9744.61,Pending
8e0487d0-7ff2-48b8-b80a-8386b6056cda,CUST-4553,2023-06-22,PROD-978,Product-74,97,384.4,37286.8,Pending
796ed935-aa03-4149-9720-228f4a99106f,CUST-3668,2023-06-18,PROD-727,Product-55,96,268.92,25816.32,Delivered
